location,outbreak_number,start_weekday,duration,threshold,total_suspected_cases,attack_rate,total_deaths,cfr,temporal_scale,country,population,area,mean_R0,population_density,rural_urban,pop_cat,who_region,start_date,end_date,total_confirmed_cases,spatial_scale,location_period_id,time_to_peak..weeks.,latitude,longitude
emr::som::gedo::beledhawo,2,Monday,9,54.99520722,755,10.15323356,0.0,0.0,weekly,SOM,74360.5,4106.46807,2.28,18.10814031,Rural settings,"Population <100,000",EMR,6/6/2016,8/7/2016,,admin2,13352,3.0,3.250673770904598,41.39193725585943
emr::som::hiiraan::beledweyn,1,Monday,16,3.70093539,687,3.020920949,16.0,2.328966521,weekly,SOM,227414.1,14808.9345,1.22,15.35654709,Rural settings,"Population <1,000,000",EMR,6/6/2016,9/25/2016,,admin2,13325,4.0,4.9217915534973145,44.5898818969726
emr::som::middleshabelle,2,Monday,21,0.336957323,713,1.041316952,7.0,0.981767181,weekly,SOM,684709.9,18499.95032,1.75,37.01144534,Rural settings,"Population <1,000,000",EMR,4/4/2016,8/28/2016,,admin1,12892,4.0,2.28569388,45.77986145
afr::ben::atlantique::abomeycalavi,1,Monday,10,0.012352935,16,0.024411397,,,weekly,BEN,655431.6,511.019143,2.02,1282.596961,Urban settings,"Population <1,000,000",AFR,9/30/2013,12/8/2013,,admin2,4754,3.0,6.385532855987549,2.370095968246574
afr::ben::atlantique::soava,1,Monday,6,0.168660041,62,0.108555355,0.0,0.0,weekly,BEN,571137.2,511.019143,1.58,1117.643454,Urban settings,"Population <1,000,000",AFR,5/9/2011,6/19/2011,,admin2,8540,3.0,6.385532855987549,2.370095968246574
afr::ben::atlantique::soava,2,Monday,32,0.168660041,312,0.476022239,,,weekly,BEN,655431.6,511.019143,1.82,1282.596961,Urban settings,"Population <1,000,000",AFR,8/26/2013,4/6/2014,,admin2,8540,5.0,6.385532855987549,2.370095968246574
afr::civ::abidjan::abidjanville,1,Monday,6,0.017014641,22,0.004988488,0.0,0.0,weekly,CIV,4410154.0,622.6197422,1.84,7083.222232,Urban settings,"Population >1,000,000",AFR,11/10/2014,12/21/2014,,admin2,15289,3.0,5.286372184753361,-3.8107190132140545
afr::cmr::centre::biyemassihealthdistrict,1,Monday,40,0.810139226,1012,3.892217404,20.0,1.976284585,weekly,CMR,260006.0,20.26676011,2.07,12829.18427,Urban settings,"Population <1,000,000",AFR,2/28/2011,12/4/2011,,admin2,13013,6.0,3.8695,11.509
afr::cmr::centre::citevertehealthdistrict,1,Monday,47,2.547023797,559,11.51419594,29.0,5.18783542,weekly,CMR,48548.8,19.0637821,2.03,2546.651013,Urban settings,"Population <100,000",AFR,3/7/2011,1/29/2012,,admin2,13014,3.0,3.9201,11.499
afr::cmr::centre::djoungolohealthdistrict,2,Monday,39,0.588091447,507,2.74856547,17.0,3.353057199,weekly,CMR,184459.9,101.172113,1.77,1823.228699,Urban settings,"Population <1,000,000",AFR,2/28/2011,11/27/2011,,admin2,13015,4.0,3.888,11.6066
afr::cmr::centre::efoulanhealthdistrict,1,Monday,10,0.06536556,101,0.19998979,9.0,8.910891089,weekly,CMR,505025.8,77.39224975,2.3,6525.534555,Urban settings,"Population <1,000,000",AFR,3/7/2011,5/15/2011,,admin2,13017,3.0,3.8679,11.5133
afr::cmr::centre::efoulanhealthdistrict,2,Monday,7,0.06536556,42,0.083164071,7.0,16.66666667,weekly,CMR,505025.8,77.39224975,1.97,6525.534555,Urban settings,"Population <1,000,000",AFR,9/26/2011,11/13/2011,,admin2,13017,3.0,3.8679,11.5133
afr::cmr::centre::nkolndongohealthdistrict,2,Monday,40,0.06277792,224,0.283727043,14.0,6.25,weekly,CMR,789491.2,59.04134228,1.78,13371.83691,Urban settings,"Population <1,000,000",AFR,3/7/2011,12/11/2011,,admin2,13033,4.0,3.871,11.5762
afr::cmr::littoral::bonassamahealthdistrict,2,Monday,19,0.357435452,248,0.604581702,3.0,1.209677419,weekly,CMR,410201.0,118.4823736,2.24,3462.126792,Urban settings,"Population <1,000,000",AFR,1/10/2011,5/22/2011,,admin2,13088,7.0,4.1492,9.7432
afr::cmr::littoral::bonassamahealthdistrict,4,Monday,26,0.357435452,375,0.914186042,10.0,2.666666667,weekly,CMR,410201.0,118.4823736,1.94,3462.126792,Urban settings,"Population <1,000,000",AFR,8/1/2011,1/29/2012,,admin2,13088,3.0,4.1492,9.7432
afr::cmr::littoral::citedespalmiershealthdistrict,2,Monday,24,0.140763314,151,0.612978138,4.0,2.649006623,weekly,CMR,246338.3,51.11683551,1.81,4819.122654,Urban settings,"Population <1,000,000",AFR,9/5/2011,2/19/2012,,admin2,13089,6.0,4.1101,9.8125
afr::cmr::littoral::deidohealthdistrict,2,Monday,21,1.848019472,201,1.082445873,9.0,4.47761194,weekly,CMR,185690.6,32.79309687,1.73,5662.490515,Urban settings,"Population <1,000,000",AFR,1/17/2011,6/12/2011,,admin2,13090,4.0,4.0817,9.7239
afr::cmr::littoral::deidohealthdistrict,4,Monday,20,1.848019472,1338,7.205535216,20.0,1.494768311,weekly,CMR,185690.6,32.79309687,1.29,5662.490515,Urban settings,"Population <1,000,000",AFR,9/5/2011,1/22/2012,,admin2,13090,10.0,4.0817,9.7239
afr::cmr::littoral::logbabahealthdistrict,1,Monday,8,0.743069634,12,0.160946702,0.0,0.0,weekly,CMR,74558.8,12.59902777,2.03,5917.821705,Urban settings,"Population <100,000",AFR,10/11/2010,12/5/2010,,admin2,13094,3.0,4.0438,9.7432
afr::cmr::littoral::logbabahealthdistrict,2,Monday,19,0.743069634,90,1.143174464,4.0,4.444444444,weekly,CMR,78728.1,12.59902777,1.78,6248.744065,Urban settings,"Population <100,000",AFR,1/10/2011,5/22/2011,,admin2,13094,3.0,4.0438,9.7432
afr::cmr::littoral::logbabahealthdistrict,3,Monday,26,0.743069634,144,1.829079143,1.0,0.694444444,weekly,CMR,78728.1,12.59902777,1.76,6248.744065,Urban settings,"Population <100,000",AFR,8/15/2011,2/12/2012,,admin2,13094,11.0,4.0438,9.7432
afr::cmr::littoral::newbellhealthdistrict,4,Monday,48,2.829164419,941,12.17699221,10.0,1.062699256,weekly,CMR,77276.9,14.97344404,1.65,5160.93023,Urban settings,"Population <100,000",AFR,1/24/2011,12/25/2011,,admin2,13101,38.0,4.0432,9.7124
afr::cmr::littoral::nylonhealthdistrict,1,Monday,9,4.24190321,27,0.35486543,0.0,0.0,weekly,CMR,76085.2,12.92689494,1.85,5885.806325,Urban settings,"Population <100,000",AFR,10/4/2010,12/5/2010,,admin2,13106,3.0,4.0426,9.7427
afr::cmr::littoral::nylonhealthdistrict,4,Monday,27,4.24190321,1267,15.74681281,13.0,1.026045777,weekly,CMR,80460.7,12.92689494,2.24,6224.286681,Urban settings,"Population <100,000",AFR,8/8/2011,2/12/2012,,admin2,13106,13.0,4.0426,9.7427
afr::cod::katanga::kalemiehealthdistrict::bwanakutcha,1,Monday,11,7.939854881,25,2.75251651,0.0,0.0,weekly,COD,9082.6,4.277449397,2.09,2123.368194,Urban settings,"Population <10,000",AFR,1/18/2010,4/4/2010,,admin3,15012,3.0,-5.921004,29.18147
afr::cod::katanga::kalemiehealthdistrict::clinique,2,Monday,18,17.19005755,37,4.434594991,0.0,0.0,weekly,COD,8343.5,4.461559895,1.85,1870.085844,Urban settings,"Population <10,000",AFR,8/27/2012,12/30/2012,,admin3,15013,14.0,-5.956129,29.20241
afr::cod::katanga::kalemiehealthdistrict::kataki,1,Monday,12,105.6078365,26,18.28414613,0.0,0.0,weekly,COD,1422.0,1.303884142,1.86,1090.587694,Urban settings,"Population <10,000",AFR,3/1/2010,5/23/2010,,admin3,15014,3.0,-5.964943,29.19895
afr::cod::katanga::kalemiehealthdistrict::kataki,2,Monday,8,105.6078365,40,27.1096944,0.0,0.0,weekly,COD,1475.5,1.303884142,1.88,1131.618947,Urban settings,"Population <10,000",AFR,11/5/2012,12/30/2012,,admin3,15014,4.0,-5.964943,29.19895
afr::cod::katanga::katubahealthdistrict,1,Monday,13,110.6702961,1192,257.738682,5.0,0.419463087,weekly,COD,232817.0,206.9206907,1.51,1125.150893,Urban settings,"Population <1,000,000",AFR,2/18/2013,5/19/2013,,admin2,14374,3.0,-11.81186,27.66087
afr::cod::katanga::likasihealthdistrict,1,Monday,12,0.414372173,89,0.219853208,3.0,3.370786517,weekly,COD,404815.6,269.5675011,1.75,1501.722568,Urban settings,"Population <1,000,000",AFR,4/1/2013,6/23/2013,,admin2,14387,7.0,-10.94987,26.77943
afr::cod::katanga::lubumbashihealthdistrict,2,Monday,25,0.031003875,95,0.05830545,4.0,4.210526316,weekly,COD,1629350.3,477.892048,1.81,3409.45263,Urban settings,"Population >1,000,000",AFR,1/14/2013,7/7/2013,,admin2,14390,3.0,-11.6464,27.53588
afr::cod::katanga::mobahealthdistrict,2,Monday,19,1656.899085,396,738.8928856,5.0,1.262626263,weekly,COD,261788.2,0.097231476,1.54,2692422.359,Urban settings,"Population <1,000,000",AFR,3/15/2010,7/25/2010,,admin2,14398,5.0,-11.6533,27.51738
afr::cod::katanga::mobahealthdistrict,3,Monday,28,1656.899085,387,722.0998655,3.0,0.775193798,weekly,COD,261788.2,0.097231476,1.79,2692422.359,Urban settings,"Population <1,000,000",AFR,11/1/2010,5/15/2011,,admin2,14398,15.0,-11.6533,27.51738
afr::cod::katanga::mobahealthdistrict,5,Monday,17,1656.899085,389,694.794386,2.0,0.514138817,weekly,COD,269641.8,0.097231476,1.79,2773194.557,Urban settings,"Population <1,000,000",AFR,10/10/2011,2/5/2012,,admin2,14398,9.0,-11.6533,27.51738
afr::cod::katanga::mobahealthdistrict,6,Monday,14,1656.899085,268,351.2861965,28.0,10.44776119,weekly,COD,286063.0,0.097231476,1.7,2942082.253,Urban settings,"Population <1,000,000",AFR,10/14/2013,1/19/2014,,admin2,14398,5.0,-11.6533,27.51738
afr::cod::katanga::mufungasampwehealthdistrict,2,Monday,10,546.5771084,98,182.8573303,3.0,3.06122449,weekly,COD,153183.6,0.097231476,1.66,1575452.789,Urban settings,"Population <1,000,000",AFR,1/11/2010,3/21/2010,,admin2,14399,3.0,-11.6533,27.51738
afr::cod::katanga::nyembahealthdistrict::kituku,1,Monday,13,18.45609442,209,9.535941798,0.0,0.0,weekly,COD,21917.1,14.29865593,1.73,1532.808406,Urban settings,"Population <100,000",AFR,11/14/2011,2/12/2012,,admin3,15020,7.0,-5.872137,29.20486
afr::cod::kinshasa::barumbuhealthdistrict,1,Monday,26,0.14080106,20,0.165464795,1.0,5.0,weekly,COD,120871.6,4.207218576,1.92,28729.57461,Urban settings,"Population <1,000,000",AFR,1/9/2012,7/8/2012,,admin2,14431,3.0,-4.32679,15.33619
afr::cod::kinshasa::binzameteohealthdistrict,1,Monday,9,0.192531142,33,0.066396007,0.0,0.0,weekly,COD,497017.8,47.70857271,1.81,10417.78808,Urban settings,"Population <1,000,000",AFR,5/28/2012,7/29/2012,,admin2,14432,3.0,-4.327262,15.25344
afr::cod::kinshasa::gombehealthdistrict,1,Monday,8,0.781280519,11,0.414907833,0.0,0.0,weekly,COD,26511.9,12.62342419,1.95,2100.214617,Urban settings,"Population <100,000",AFR,8/1/2011,9/25/2011,,admin2,14436,5.0,-4.322461,15.34201
afr::cod::kinshasa::gombehealthdistrict,2,Monday,3,0.781280519,6,0.191073366,1.0,16.66666667,weekly,COD,31401.6,12.62342419,1.96,2487.565935,Urban settings,"Population <100,000",AFR,9/3/2018,9/23/2018,,admin2,14436,3.0,-4.322461,15.34201
afr::cod::kinshasa::kingabwahealthdistrict,4,Monday,55,1.160937924,494,4.371619154,8.0,1.619433198,weekly,COD,113001.6,17.24550853,1.83,6552.523505,Urban settings,"Population <1,000,000",AFR,6/20/2011,7/8/2012,,admin2,14442,26.0,-4.327038,15.37566
afr::cod::kinshasa::kingabwahealthdistrict,5,Monday,8,1.160937924,31,0.27194136,1.0,3.225806452,weekly,COD,113995.2,17.24550853,1.71,6610.138507,Urban settings,"Population <1,000,000",AFR,12/24/2012,2/17/2013,,admin2,14442,3.0,-4.327038,15.37566
afr::cod::kinshasa::kingasanihealthdistrict,1,Monday,27,0.10472157,42,0.255836971,0.0,0.0,weekly,COD,164167.0,9.347666318,1.97,17562.35133,Urban settings,"Population <1,000,000",AFR,2/27/2012,9/2/2012,,admin2,14443,8.0,-4.40103,15.40124
afr::cod::kinshasa::limetehealthdistrict,2,Monday,27,0.632553503,198,0.955135034,2.0,1.01010101,weekly,COD,207300.5,12.35870547,2.17,16773.64191,Urban settings,"Population <1,000,000",AFR,11/28/2011,6/3/2012,,admin2,14451,3.0,-4.325982,15.33675
afr::cod::kinshasa::limetehealthdistrict,3,Monday,9,0.632553503,20,0.090727584,2.0,10.0,weekly,COD,220440.1,12.35870547,2.03,17836.82769,Urban settings,"Population <1,000,000",AFR,1/14/2013,3/17/2013,,admin2,14451,3.0,-4.325982,15.33675
afr::cod::kinshasa::masinaiihealthdistrict,2,Monday,63,0.060166942,42,0.113198499,1.0,2.380952381,weekly,COD,371029.7,33.40990725,1.96,11105.37953,Urban settings,"Population <1,000,000",AFR,1/9/2012,3/24/2013,,admin2,14458,45.0,-4.332653,15.40502
afr::cod::kinshasa::matetehealthdistrict,2,Monday,62,0.066167457,61,0.268642455,3.0,4.918032787,weekly,COD,227067.6,4.703809002,1.87,48273.13352,Urban settings,"Population <1,000,000",AFR,7/11/2011,9/16/2012,,admin2,14459,35.0,-4.378534,15.34792
afr::cod::kinshasa::ngabahealthdistrict,1,Monday,5,0.02868385,4,0.027464151,0.0,0.0,weekly,COD,145644.4,2.778802682,1.93,52412.64554,Urban settings,"Population <1,000,000",AFR,7/18/2011,8/21/2011,,admin2,14464,3.0,-4.373337,15.33312
afr::cod::kinshasa::policehealthdistrict,1,Monday,48,27.63879016,90,56.15897817,2.0,2.222222222,weekly,COD,1602.6,0.082843555,2.02,19344.89653,Urban settings,"Population <10,000",AFR,8/29/2011,7/29/2012,,admin2,14467,30.0,-4.315877,15.30309
afr::cod::kongocentral::bomahealthdistrict,2,Monday,22,0.139259612,44,0.168988133,0.0,0.0,weekly,COD,260373.3,138.9141164,1.91,1874.347307,Urban settings,"Population <1,000,000",AFR,6/18/2012,11/18/2012,,admin2,14473,8.0,-5.828938,13.10444
afr::cod::kongocentral::matadihealthdistrict,2,Monday,12,0.356341903,62,0.453494318,1.0,1.612903226,weekly,COD,136716.2,64.12292215,1.7,2132.095597,Urban settings,"Population <1,000,000",AFR,6/11/2012,9/2/2012,,admin2,14487,5.0,-5.894588,13.55115
afr::cod::nordkivu::gomahealthdistrict,1,Monday,28,24.95435658,827,9.705555545,1.0,0.120918984,weekly,COD,85208.9,29.69816578,1.61,2869.163727,Urban settings,"Population <100,000",AFR,1/18/2010,8/1/2010,,admin2,14578,8.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,10,Monday,31,24.95435658,1956,15.93109151,,,weekly,COD,122778.8,29.69816578,1.66,4134.221652,Urban settings,"Population <1,000,000",AFR,6/24/2019,1/26/2020,,admin2,14578,9.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,2,Monday,9,24.95435658,573,6.503285913,4.0,0.698080279,weekly,COD,88109.3,29.69816578,1.32,2966.826324,Urban settings,"Population <100,000",AFR,1/23/2012,3/25/2012,,admin2,14578,3.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,3,Monday,8,24.95435658,213,2.417451832,1.0,0.469483568,weekly,COD,88109.3,29.69816578,1.6,2966.826324,Urban settings,"Population <100,000",AFR,7/23/2012,9/16/2012,,admin2,14578,3.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,5,Monday,18,24.95435658,808,9.170427605,0.0,0.0,weekly,COD,88109.3,29.69816578,1.78,2966.826324,Urban settings,"Population <100,000",AFR,11/19/2012,3/24/2013,,admin2,14578,12.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,6,Monday,10,24.95435658,354,3.794660877,0.0,0.0,weekly,COD,93289.0,29.69816578,1.69,3141.237768,Urban settings,"Population <100,000",AFR,9/2/2013,11/10/2013,,admin2,14578,5.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,7,Monday,13,24.95435658,373,3.696088103,1.0,0.268096515,weekly,COD,100917.5,29.69816578,1.97,3398.105484,Urban settings,"Population <1,000,000",AFR,8/3/2015,11/1/2015,,admin2,14578,3.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,8,Monday,5,24.95435658,134,1.255898741,0.0,0.0,weekly,COD,106696.5,29.69816578,1.54,3592.696626,Urban settings,"Population <1,000,000",AFR,2/1/2016,3/6/2016,,admin2,14578,3.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict,9,Monday,29,24.95435658,3286,29.64245299,8.0,0.243457091,weekly,COD,110854.5,29.69816578,2.8,3732.705273,Urban settings,"Population <1,000,000",AFR,6/26/2017,1/14/2018,,admin2,14578,5.0,-1.628248,29.16513
afr::cod::nordkivu::gomahealthdistrict::buhimba,1,Monday,7,96.15682832,345,23.27611442,0.0,0.0,weekly,COD,14822.1,11.41341448,1.35,1298.656071,Urban settings,"Population <100,000",AFR,1/23/2012,3/11/2012,,admin3,15025,3.0,-1.6282479674696901,29.165132363567864
afr::cod::nordkivu::gomahealthdistrict::buhimba,2,Monday,9,96.15682832,200,12.45591621,0.0,0.0,weekly,COD,16056.6,11.41341448,1.61,1406.818269,Urban settings,"Population <100,000",AFR,1/14/2013,3/17/2013,,admin3,15025,4.0,-1.6282479674696901,29.165132363567864
afr::cod::nordkivu::gomahealthdistrict::buhimba,3,Monday,5,96.15682832,190,11.8331204,0.0,0.0,weekly,COD,16056.6,11.41341448,1.61,1406.818269,Urban settings,"Population <100,000",AFR,9/2/2013,10/6/2013,,admin3,15025,5.0,-1.6282479674696901,29.165132363567864
afr::cod::nordkivu::gomahealthdistrict::healafrica,4,Monday,51,50.77456973,662,56.85000608,0.0,0.0,weekly,COD,11644.7,3.191754685,1.69,3648.369361,Urban settings,"Population <100,000",AFR,1/25/2010,1/16/2011,,admin3,15026,49.0,-1.67899437049374,29.228541256074152
afr::cod::nordkivu::gomahealthdistrict::healafrica,5,Monday,18,50.77456973,190,14.52324948,0.0,0.0,weekly,COD,13082.5,3.191754685,1.34,4098.842578,Urban settings,"Population <100,000",AFR,1/21/2013,5/26/2013,,admin3,15026,3.0,-1.67899437049374,29.228541256074152
afr::cod::nordkivu::karisimbihealthdistrict,1,Monday,12,8.13431388,138,1.008675846,0.0,0.0,weekly,COD,136813.0,36.95548483,1.69,3702.102695,Urban settings,"Population <1,000,000",AFR,2/8/2010,5/2/2010,,admin2,14581,3.0,-1.643062,29.19392
afr::cod::nordkivu::karisimbihealthdistrict,2,Monday,7,8.13431388,243,1.615230695,3.0,1.234567901,weekly,COD,150442.9,36.95548483,2.09,4070.922102,Urban settings,"Population <1,000,000",AFR,1/30/2012,3/18/2012,,admin2,14581,3.0,-1.643062,29.19392
afr::cod::nordkivu::karisimbihealthdistrict,3,Monday,6,8.13431388,270,1.794700772,2.0,0.740740741,weekly,COD,150442.9,36.95548483,2.03,4070.922102,Urban settings,"Population <1,000,000",AFR,10/15/2012,11/25/2012,,admin2,14581,3.0,-1.643062,29.19392
afr::cod::nordkivu::karisimbihealthdistrict,4,Monday,8,8.13431388,270,1.620412699,4.0,1.481481481,weekly,COD,166624.2,36.95548483,1.59,4508.781329,Urban settings,"Population <1,000,000",AFR,6/9/2014,8/3/2014,,admin2,14581,3.0,-1.643062,29.19392
afr::cod::nordkivu::karisimbihealthdistrict,5,Monday,21,8.13431388,2005,10.64555254,4.0,0.199501247,weekly,COD,188341.6,36.95548483,1.82,5096.445111,Urban settings,"Population <1,000,000",AFR,7/3/2017,11/26/2017,,admin2,14581,5.0,-1.643062,29.19392
afr::cod::nordkivu::karisimbihealthdistrict,7,Monday,36,8.13431388,1357,6.637217174,,,weekly,COD,204453.2,36.95548483,1.84,5532.418285,Urban settings,"Population <1,000,000",AFR,5/20/2019,1/26/2020,,admin2,14581,4.0,-1.643062,29.19392
afr::cod::nordkivu::karisimbihealthdistrict::katoyi,1,Monday,11,28.22049907,42,4.721560961,0.0,0.0,weekly,COD,8895.4,1.600681271,1.75,5557.25875,Urban settings,"Population <10,000",AFR,1/25/2010,4/11/2010,,admin3,15028,3.0,-1.6592179351595178,29.230366924793827
afr::cod::nordkivu::karisimbihealthdistrict::majengo,2,Monday,14,6.119115909,65,5.108243182,0.0,0.0,weekly,COD,12724.5,1.83433803,2.05,6936.834865,Urban settings,"Population <100,000",AFR,2/8/2010,5/16/2010,,admin3,15027,3.0,-1.645159562064066,29.23682741245517
afr::cod::orientale::buniahealthdistrict,2,Monday,29,0.686502892,140,1.004113503,2.0,1.428571429,weekly,COD,139426.5,121.5863526,1.95,1146.728206,Urban settings,"Population <1,000,000",AFR,1/23/2012,8/12/2012,,admin2,14613,4.0,1.664971,30.29511
afr::cod::sudkivu::bagirahealthdistrict,2,Monday,27,0.181830057,78,0.331729112,0.0,0.0,weekly,COD,235131.6,32.2907719,1.7,7281.696478,Urban settings,"Population <1,000,000",AFR,1/4/2010,7/11/2010,,admin2,14979,3.0,-2.461383,28.86956
afr::cod::sudkivu::bagirahealthdistrict,3,Monday,18,0.181830057,63,0.263566035,0.0,0.0,weekly,COD,239029.3,32.2907719,1.85,7402.40279,Urban settings,"Population <1,000,000",AFR,12/12/2011,4/15/2012,,admin2,14979,11.0,-2.461383,28.86956
afr::cod::sudkivu::bagirahealthdistrict::burhiba,1,Monday,19,2.965985421,36,1.138005168,0.0,0.0,weekly,COD,31634.3,2.11663652,2.12,14945.55144,Urban settings,"Population <100,000",AFR,12/12/2011,4/22/2012,,admin3,15029,3.0,-2.487486343999933,28.82962361400007
afr::cod::sudkivu::bagirahealthdistrict::burhiba,2,Monday,6,2.965985421,8,0.246172072,0.0,0.0,weekly,COD,32497.6,2.11663652,1.97,15353.41552,Urban settings,"Population <100,000",AFR,11/19/2012,12/30/2012,,admin3,15029,3.0,-2.487486343999933,28.82962361400007
afr::cod::sudkivu::fizihealthdistrict::baraka,3,Monday,31,205.1481772,575,135.510617,0.0,0.0,weekly,COD,158055.0,2.777942385,1.72,56896.4284,Urban settings,"Population <1,000,000",AFR,9/6/2010,4/10/2011,,admin3,15030,25.0,-4.122149402399998,29.097020777310036
afr::cod::sudkivu::ibandahealthdistrict,1,Monday,22,1.115748685,138,0.548316274,0.0,0.0,weekly,COD,251679.6,27.35442427,1.94,9200.69081,Urban settings,"Population <1,000,000",AFR,12/12/2011,5/13/2012,,admin2,14662,9.0,-2.478832,28.8903
afr::cod::sudkivu::ibandahealthdistrict::gihamba,1,Monday,16,79.57003141,329,79.17970823,3.0,0.911854103,weekly,COD,4155.1,0.32640702,2.09,12729.812,Urban settings,"Population <10,000",AFR,11/28/2011,3/18/2012,,admin3,15035,6.0,-2.5270248989999686,28.861511954000036
afr::cod::sudkivu::ibandahealthdistrict::panzi,2,Monday,33,3.109658455,208,3.218282125,0.0,0.0,weekly,COD,64630.8,6.015924748,1.65,10743.28598,Urban settings,"Population <100,000",AFR,8/29/2011,4/15/2012,,admin3,15036,20.0,-2.550296264999929,28.847462017000055
afr::cod::sudkivu::kadutuhealthdistrict,1,Monday,14,3.977113392,169,0.995529047,5.0,2.958579882,weekly,COD,169759.0,17.01271021,1.47,9978.363112,Urban settings,"Population <1,000,000",AFR,4/5/2010,7/11/2010,,admin2,14666,3.0,-2.481158,28.86189
afr::cod::sudkivu::kadutuhealthdistrict,4,Monday,27,3.977113392,1162,6.560423816,4.0,0.344234079,weekly,COD,177122.7,17.01271021,1.74,10411.19832,Urban settings,"Population <1,000,000",AFR,8/29/2011,3/4/2012,,admin2,14666,19.0,-2.481158,28.86189
afr::cod::sudkivu::kadutuhealthdistrict,5,Monday,19,3.977113392,415,2.173878347,1.0,0.240963855,weekly,COD,190903.0,17.01271021,1.67,11221.1986,Urban settings,"Population <1,000,000",AFR,10/14/2013,2/23/2014,,admin2,14666,10.0,-2.481158,28.86189
afr::cod::sudkivu::kadutuhealthdistrict::8ecepacbuholoii,1,Monday,12,4.046606038,65,2.807211463,0.0,0.0,weekly,COD,23154.7,1.218076864,1.61,19009.22732,Urban settings,"Population <100,000",AFR,12/12/2011,3/4/2012,,admin3,15037,3.0,-2.5240422799999465,28.852223948000074
afr::cod::sudkivu::kadutuhealthdistrict::cimpunda,1,Monday,10,7.41856677,50,4.967755194,0.0,0.0,weekly,COD,10064.9,0.531237642,2.08,18946.13484,Urban settings,"Population <100,000",AFR,12/12/2011,2/19/2012,,admin3,15038,4.0,-2.517772842999932,28.846822021000037
afr::cod::sudkivu::kadutuhealthdistrict::maria,2,Monday,27,4.776937765,87,3.002897529,2.0,2.298850575,weekly,COD,28972.0,2.225299798,1.83,13019.36936,Urban settings,"Population <100,000",AFR,9/26/2011,4/1/2012,,admin3,15039,15.0,-2.5007540669999457,28.851812215000052
afr::cod::sudkivu::uvirahealthdistrict::kabindula,1,Monday,11,39.62975188,41,9.887293707,0.0,0.0,weekly,COD,4146.7,3.941255935,1.88,1052.126548,Urban settings,"Population <10,000",AFR,8/23/2010,11/7/2010,,admin3,15051,4.0,-3.4016834599999584,29.125467591000074
afr::cod::sudkivu::uvirahealthdistrict::kalunduetat,2,Monday,21,101.326849,127,59.03447305,0.0,0.0,weekly,COD,2151.3,0.906428406,1.91,2373.381048,Urban settings,"Population <10,000",AFR,6/7/2010,10/31/2010,,admin3,15049,3.0,-3.4122146589999716,29.13500130600005
afr::cod::sudkivu::uvirahealthdistrict::mulongwe,1,Monday,10,119.8183205,40,27.1127854,0.0,0.0,weekly,COD,1475.3,0.581647506,1.75,2536.41593,Urban settings,"Population <10,000",AFR,8/23/2010,10/31/2010,,admin3,15043,3.0,-3.389174953999941,29.142850171000077
afr::cod::sudkivu::uvirahealthdistrict::stpaul,1,Monday,34,20.65120678,33,6.868157274,0.0,0.0,weekly,COD,4804.8,4.575150262,1.82,1050.195015,Urban settings,"Population <10,000",AFR,9/20/2010,5/15/2011,,admin3,15041,3.0,-3.393381738999949,29.134824680000065
afr::cod::sudkivu::uvirahealthdistrict::stpaul,2,Monday,23,20.65120678,26,5.411275428,0.0,0.0,weekly,COD,4804.8,4.575150262,1.97,1050.195015,Urban settings,"Population <10,000",AFR,7/4/2011,12/11/2011,,admin3,15041,6.0,-3.393381738999949,29.134824680000065
afr::cod::tshopo::makisokisanganihealthdistrict,1,Monday,6,0.433239974,145,0.263409682,13.0,8.965517241,weekly,COD,550473.3,500.6467342,2.1,1099.5244,Urban settings,"Population <1,000,000",AFR,8/1/2016,9/11/2016,,admin2,14990,3.0,0.460067165890533,25.239204906908
afr::cog::pointenoire,1,Saturday,9,7.975989442,439,1.020016665,,,weekly,COG,430385.1,207.6178476,1.92,2072.967738,Urban settings,"Population <1,000,000",AFR,3/23/2013,5/24/2013,,admin1,15252,3.0,-4.705125,11.89712
afr::eth::addisababa,1,daily_group,17,1.039108417,7726,2.347735803,13.0,0.168263008,daily,ETH,3290830.3,539.4659939,2.79,6100.162637,Urban settings,"Population >1,000,000",AFR,6/6/2016,10/2/2016,2751.0,admin1,16657,5.43,8.92572137837837,38.7019521621622
afr::eth::addisababa::addisababa::addisketema,2,daily_group,16,1.38640226,863,2.912807938,0.0,0.0,daily,ETH,296277.7,7.413544617,2.59,39964.37808,Urban settings,"Population <1,000,000",AFR,6/6/2016,9/25/2016,347.0,admin3,15544,5.43,9.052846,38.72016
afr::eth::addisababa::addisababa::akakikality,1,daily_group,17,1.091504933,514,2.411309994,0.0,0.0,daily,ETH,213162.1,126.9109304,2.26,1679.619709,Urban settings,"Population <1,000,000",AFR,6/6/2016,10/2/2016,218.0,admin3,15545,2.86,8.943709,38.77366
